PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Surname,Maiden Name,First Surname,Second Surname,Group
903,0,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,,S,Jones,,Jones,,299
904,1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23.0,1,0,21228,82.2667,B45,S,Snyder,Stevenson,Snyder,,102
905,0,2,"Howard, Mr. Benjamin",male,63.0,1,0,24065,26.0,,S,Howard,,Howard,,158
906,1,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,S,Chaffee,Toogood,Chaffee,,103
907,1,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,SC/PARIS 2167,27.7208,,C,del Carlo,Genovesi,del Carlo,,155
908,0,2,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,,Q,Keane,,Keane,,168
909,0,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,,C,Assaf,,Assaf,,1
910,0,3,"Ilmakangas, Miss. Ida Livija",female,27.0,1,0,STON/O2. 3101270,7.925,,S,Ilmakangas,,Ilmakangas,,230
911,1,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",female,45.0,0,0,2696,7.225,,C,Assaf Khalil,,Assaf,Khalil,1
912,0,1,"Rothschild, Mr. Martin",male,55.0,1,0,PC 17603,59.4,,C,Rothschild,,Rothschild,,91
913,1,3,"Olsen, Master. Artur Karl",male,9.0,0,1,C 17368,3.1708,,S,Olsen,,Olsen,,2
914,1,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,,0,0,PC 17598,31.6833,,S,Flegenheim,,Flegenheim,,300
915,1,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,PC 17597,61.3792,,C,Williams,,Williams,,54
916,1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,Borie,Ryerson,,29
917,0,3,"Robins, Mr. Alexander A",male,50.0,1,0,A/5. 3337,14.5,,S,Robins,,Robins,,175
918,1,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,C,Ostby,,Ostby,,240
919,0,3,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,,C,Daher,,Daher,,680
920,0,1,"Brady, Mr. John Bertram",male,41.0,0,0,113054,30.5,A21,S,Brady,,Brady,,301
921,0,3,"Samaan, Mr. Elias",male,,2,0,2662,21.6792,,C,Samaan,,Samaan,,453
922,0,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,,S,Louch,,Louch,,147
923,0,2,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,,S,Jefferys,,Jefferys,,36
924,1,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,1,2,C.A. 2315,20.575,,S,Dean,Light,Dean,,195
925,0,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",female,,1,2,W./C. 6607,23.45,,S,Johnston,Watson,Johnston,,23
926,1,1,"Mock, Mr. Philipp Edmund",male,30.0,1,0,13236,57.75,C78,C,Mock,,Mock,,106
927,0,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",male,18.5,0,0,2682,7.2292,,C,Katavelas,,Katavelas,,681
928,1,3,"Roth, Miss. Sarah A",female,,0,0,342712,8.05,,S,Roth,,Roth,,682
929,0,3,"Cacic, Miss. Manda",female,21.0,0,0,315087,8.6625,,S,Cacic,,Cacic,,42
930,1,3,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,,S,Sap,,Sap,,683
931,1,3,"Hee, Mr. Ling",male,,0,0,1601,56.4958,,S,Hee,,Hee,,12
932,1,3,"Karun, Mr. Franz",male,39.0,0,1,349256,13.4167,,C,Karun,,Karun,,624
933,0,1,"Franklin, Mr. Thomas Parham",male,,0,0,113778,26.55,D34,S,Franklin,,Franklin,,302
934,0,3,"Goldsmith, Mr. Nathan",male,41.0,0,0,SOTON/O.Q. 3101263,7.85,,S,Goldsmith,,Goldsmith,,68
935,0,2,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,237249,13.0,,S,Corbett,Colvin,Corbett,,156
936,1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,45.0,1,0,11753,52.5542,D19,S,Kimball,Parsons,Kimball,,104
937,0,3,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0,0,STON/O 2. 3101291,7.925,,S,Peltomaki,,Peltomaki,,684
938,1,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,C,Chevre,,Chevre,,303
939,0,3,"Shaughnessy, Mr. Patrick",male,,0,0,370374,7.75,,Q,Shaughnessy,,Shaughnessy,,685
940,1,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,60.0,0,0,11813,76.2917,D15,C,Bucknell,Ward,Bucknell,,9
941,1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,36.0,0,2,C.A. 37671,15.9,,S,Coutts,Treanor,Coutts,,196
942,0,1,"Smith, Mr. Lucien Philip",male,24.0,1,0,13695,60.0,C31,S,Smith,,Smith,,32
943,0,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,,C,Pulbaum,,Pulbaum,,402
944,1,2,"Hocking, Miss. Ellen Nellie""""",female,20.0,2,1,29105,23.0,,S,Hocking,,Hocking,,6
945,1,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,S,Fortune,,Fortune,,105
946,0,2,"Mangiavacchi, Mr. Serafino Emilio",male,,0,0,SC/A.3 2861,15.5792,,C,Mangiavacchi,,Mangiavacchi,,403
947,0,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,,Q,Rice,,Rice,,192
948,0,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,,S,Cor,,Cor,,82
949,1,3,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,S,Abelseth,,Abelseth,,232
950,0,3,"Davison, Mr. Thomas Henry",male,,1,0,386525,16.1,,S,Davison,,Davison,,179
951,1,1,"Chaudanson, Miss. Victorine",female,36.0,0,0,PC 17608,262.375,B61,C,Chaudanson,,Chaudanson,,29
952,0,3,"Dika, Mr. Mirko",male,17.0,0,0,349232,7.8958,,S,Dika,,Dika,,686
953,0,2,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,,S,McCrae,,McCrae,,404
954,0,3,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,,S,Bjorklund,,Bjorklund,,687
955,1,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,,Q,Bradley,,Bradley,,688
956,1,1,"Ryerson, Master. John Borie",male,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,,Ryerson,,29
957,0,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0,0,F.C.C. 13534,21.0,,S,Corey,Miller,Corey,,37
958,0,3,"Burns, Miss. Mary Delia",female,18.0,0,0,330963,7.8792,,Q,Burns,,Burns,,689
959,0,1,"Moore, Mr. Clarence Bloomfield",male,47.0,0,0,113796,42.4,,S,Moore,,Moore,,130
960,1,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,2543,28.5375,C53,C,Tucker,,Tucker,,304
961,1,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,S,Fortune,McDougald,Fortune,,105
962,1,3,"Mulvihill, Miss. Bertha E",female,24.0,0,0,382653,7.75,,Q,Mulvihill,,Mulvihill,,690
963,0,3,"Minkoff, Mr. Lazar",male,21.0,0,0,349211,7.8958,,S,Minkoff,,Minkoff,,691
964,0,3,"Nieminen, Miss. Manta Josefina",female,29.0,0,0,3101297,7.925,,S,Nieminen,,Nieminen,,692
965,0,1,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,PC 17562,27.7208,D43,C,Ovies y Rodriguez,,Ovies,Rodriguez,122
966,1,1,"Geiger, Miss. Amalie",female,35.0,0,0,113503,211.5,C130,C,Geiger,,Geiger,,31
967,0,1,"Keeping, Mr. Edwin",male,32.5,0,0,113503,211.5,C132,C,Keeping,,Keeping,,31
968,0,3,"Miles, Mr. Frank",male,,0,0,359306,8.05,,S,Miles,,Miles,,693
969,1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,11770,25.7,C101,S,Cornell,Lamson,Cornell,,8
970,0,2,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,248744,13.0,,S,Aldworth,,Aldworth,,405
971,0,3,"Doyle, Miss. Elizabeth",female,24.0,0,0,368702,7.75,,Q,Doyle,,Doyle,,694
972,0,3,"Boulos, Master. Akar",male,6.0,1,1,2678,15.2458,,C,Boulos,,Boulos,,38
973,0,1,"Straus, Mr. Isidor",male,67.0,1,0,PC 17483,221.7792,C55 C57,S,Straus,,Straus,,30
974,0,1,"Case, Mr. Howard Brown",male,49.0,0,0,19924,26.0,,S,Case,,Case,,305
975,0,3,"Demetri, Mr. Marinko",male,,0,0,349238,7.8958,,S,Demetri,,Demetri,,695
976,0,2,"Lamb, Mr. John Joseph",male,,0,0,240261,10.7083,,Q,Lamb,,Lamb,,406
977,0,3,"Khalil, Mr. Betros",male,,1,0,2660,14.4542,,C,Khalil,,Khalil,,1
978,0,3,"Barry, Miss. Julia",female,27.0,0,0,330844,7.8792,,Q,Barry,,Barry,,696
979,1,3,"Badman, Miss. Emily Louisa",female,18.0,0,0,A/4 31416,8.05,,S,Badman,,Badman,,697
980,0,3,"O'Donoghue, Ms. Bridget",female,,0,0,364856,7.75,,Q,O'Donoghue,,O'Donoghue,,698
981,1,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,,S,Wells,,Wells,,160
982,1,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1,0,347072,13.9,,S,Dyker,Andersson,Dyker,,3
983,0,3,"Pedersen, Mr. Olaf",male,,0,0,345498,7.775,,S,Pedersen,,Pedersen,,699
984,1,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,1,2,F.C. 12750,52.0,B71,S,Davidson,Hays,Davidson,,0
985,0,3,"Guest, Mr. Robert",male,,0,0,376563,8.05,,S,Guest,,Guest,,700
986,0,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,,C,Birnbaum,,Birnbaum,,306
987,1,3,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,,S,Tenglin,,Tenglin,,701
988,1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,S,Cavendish,Siegel,Cavendish,,51
989,0,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,,S,Makinen,,Makinen,,702
990,0,3,"Braf, Miss. Elin Ester Maria",female,20.0,0,0,347471,7.8542,,S,Braf,,Braf,,703
991,0,3,"Nancarrow, Mr. William Henry",male,33.0,0,0,A./5. 3338,8.05,,S,Nancarrow,,Nancarrow,,704
992,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,C,Stengel,Morris,Stengel,,7
993,0,2,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,,S,Weisz,,Weisz,,139
994,0,3,"Foley, Mr. William",male,,0,0,365235,7.75,,Q,Foley,,Foley,,233
995,1,3,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,0,0,347070,7.775,,S,Johansson Palmquist,,Johansson,Palmquist,5
996,1,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,16.0,1,1,2625,8.5167,,C,Thomas,,Thomas,,44
997,0,3,"Holthen, Mr. Johan Martin",male,28.0,0,0,C 4001,22.525,,S,Holthen,,Holthen,,2
998,1,3,"Buckley, Mr. Daniel",male,21.0,0,0,330920,7.8208,,Q,Buckley,,Buckley,,234
999,1,3,"Ryan, Mr. Edward",male,,0,0,383162,7.75,,Q,Ryan,,Ryan,,40
1000,0,3,"Willer, Mr. Aaron (Abi Weller"")""",male,,0,0,3410,8.7125,,S,Willer,,Willer,,705
1001,0,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,S,Swane,,Swane,,407
1002,0,2,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,,C,Stanton,,Stanton,,408
1003,1,3,"Shine, Miss. Ellen Natalia",female,,0,0,330968,7.7792,,Q,Shine,,Shine,,706
1004,0,1,"Evans, Miss. Edith Corse",female,36.0,0,0,PC 17531,31.6792,A29,C,Evans,,Evans,,307
1005,0,3,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,,Q,Buckley,,Buckley,,234
1006,0,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,PC 17483,221.7792,C55 C57,S,Straus,Blun,Straus,,30
1007,0,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,,C,Chronopoulos,,Chronopoulos,,458
1008,0,3,"Thomas, Mr. John",male,,0,0,2681,6.4375,,C,Thomas,,Thomas,,44
1009,1,3,"Sandstrom, Miss. Beatrice Irene",female,1.0,1,1,PP 9549,16.7,G6,S,Sandstrom,,Sandstrom,,69
1010,0,1,"Beattie, Mr. Thomson",male,36.0,0,0,13050,75.2417,C6,C,Beattie,,Beattie,,132
1011,0,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,,S,Chapman,Lawry,Chapman,,58
1012,1,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,,S,Watt,,Watt,,140
1013,0,3,"Kiernan, Mr. John",male,,1,0,367227,7.75,,Q,Kiernan,,Kiernan,,214
1014,1,1,"Schabert, Mrs. Paul (Emma Mock)",female,35.0,1,0,13236,57.75,C28,C,Schabert,Mock,Schabert,,106
1015,0,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,,S,Carver,,Carver,,707
1016,1,3,"Kennedy, Mr. John",male,,0,0,368783,7.75,,Q,Kennedy,,Kennedy,,708
1017,1,3,"Cribb, Miss. Laura Alice",female,17.0,0,1,371362,16.1,,S,Cribb,,Cribb,,493
1018,0,3,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,,S,Brobeck,,Brobeck,,709
1019,1,3,"McCoy, Miss. Alicia",female,,2,0,367226,23.25,,Q,McCoy,,McCoy,,526
1020,0,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,,S,Bowenur,,Bowenur,,409
1021,0,3,"Petersen, Mr. Marius",male,24.0,0,0,342441,8.05,,S,Petersen,,Petersen,,710
1022,0,3,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,,S,Spinner,,Spinner,,711
1023,1,1,"Gracie, Col. Archibald IV",male,53.0,0,0,113780,28.5,C51,C,Gracie,,Gracie,,308
1024,0,3,"Lefebre, Mrs. Frank (Frances)",female,,0,4,4133,25.4667,,S,Lefebre,,Lefebre,,495
1025,0,3,"Thomas, Mr. Charles P",male,,1,0,2621,6.4375,,C,Thomas,,Thomas,,44
1026,0,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,,S,Dintcheff,,Dintcheff,,712
1027,0,3,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,,S,Carlsson,,Carlsson,,231
1028,0,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,C,Zakarian,,Zakarian,,235
1029,0,2,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,,S,Schmidt,,Schmidt,,410
1030,1,3,"Drapkin, Miss. Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,,S,Drapkin,,Drapkin,,713
1031,0,3,"Goodwin, Mr. Charles Frederick",male,40.0,1,6,CA 2144,46.9,,S,Goodwin,,Goodwin,,187
1032,0,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,,S,Goodwin,,Goodwin,,187
1033,1,1,"Daniels, Miss. Sarah",female,33.0,0,0,113781,151.55,,S,Daniels,,Daniels,,49
1034,0,1,"Ryerson, Mr. Arthur Larned",male,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,,Ryerson,,29
1035,0,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,,S,Beauchamp,,Beauchamp,,170
1036,0,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,42.0,0,0,17475,26.55,,S,Lindeberg-Lind,,Lindeberg,Lind,123
1037,0,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,,S,Vander Planke,,Vander Planke,,65
1038,0,1,"Hilliard, Mr. Herbert Henry",male,,0,0,17463,51.8625,E46,S,Hilliard,,Hilliard,,124
1039,0,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,,S,Davies,,Davies,,43
1040,0,1,"Crafton, Mr. John Bertram",male,,0,0,113791,26.55,,S,Crafton,,Crafton,,309
1041,0,2,"Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,,S,Lahtinen,,Lahtinen,,142
1042,1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,0,1,11767,83.1583,C54,C,Earnshaw,Potter,Earnshaw,,0
1043,0,3,"Matinoff, Mr. Nicola",male,,0,0,349255,7.8958,,C,Matinoff,,Matinoff,,714
1044,0,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,S,Storey,,Storey,,715
1045,0,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,0,2,350405,12.1833,,S,Klasen,Lofqvist,Klasen,,73
1046,0,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,,S,Asplund,,Asplund,,5
1047,1,3,"Duquemin, Mr. Joseph",male,24.0,0,0,S.O./P.P. 752,7.55,,S,Duquemin,,Duquemin,,716
1048,1,1,"Bird, Miss. Ellen",female,29.0,0,0,PC 17483,221.7792,C97,S,Bird,,Bird,,30
1049,1,3,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,,S,Lundin,,Lundin,,717
1050,0,1,"Borebank, Mr. John James",male,42.0,0,0,110489,26.55,D22,S,Borebank,,Borebank,,310
1051,0,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,,S,Peacock,Nile,Peacock,,197
1052,1,3,"Smyth, Miss. Julia",female,,0,0,335432,7.7333,,Q,Smyth,,Smyth,,718
1053,1,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,,C,Touma,,Touma,,67
1054,1,2,"Wright, Miss. Marion",female,26.0,0,0,220844,13.5,,S,Wright,,Wright,,411
1055,0,3,"Pearce, Mr. Ernest",male,,0,0,343271,7.0,,S,Pearce,,Pearce,,719
1056,0,2,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,,S,Peruschitz,,Peruschitz,,412
1057,1,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,1,1,315153,22.025,,S,Kink-Heilmann,Heilmann,Kink,Heilmann,39
1058,0,1,"Brandeis, Mr. Emil",male,48.0,0,0,PC 17591,50.4958,B10,C,Brandeis,,Brandeis,,311
1059,0,3,"Ford, Mr. Edward Watson",male,18.0,2,2,W./C. 6608,34.375,,S,Ford,,Ford,,23
1060,1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,,0,0,17770,27.7208,,C,Cassebeer,Fosdick,Cassebeer,,107
1061,1,3,"Hellstrom, Miss. Hilda Maria",female,22.0,0,0,7548,8.9625,,S,Hellstrom,,Hellstrom,,720
1062,0,3,"Lithman, Mr. Simon",male,,0,0,S.O./P.P. 251,7.55,,S,Lithman,,Lithman,,721
1063,0,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,,C,Zakarian,,Zakarian,,235
1064,0,3,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072,13.9,,S,Dyker,,Dyker,,3
1065,0,3,"Torfa, Mr. Assad",male,,0,0,2673,7.2292,,C,Torfa,,Torfa,,722
1066,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,,S,Asplund,,Asplund,,5
1067,1,2,"Brown, Miss. Edith Eileen",female,15.0,0,2,29750,39.0,,S,Brown,,Brown,,56
1068,1,2,"Sincock, Miss. Maude",female,20.0,0,0,C.A. 33112,36.75,,S,Sincock,,Sincock,,4
1069,1,1,"Stengel, Mr. Charles Emil Henry",male,54.0,1,0,11778,55.4417,C116,C,Stengel,,Stengel,,7
1070,1,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,230136,39.0,F4,S,Becker,Baumgardner,Becker,,157
1071,1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,0,2,PC 17756,83.1583,E45,C,Compton,Ingersoll,Compton,,108
1072,0,2,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,,S,McCrie,,McCrie,,413
1073,0,1,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,PC 17756,83.1583,E52,C,Compton,,Compton,,108
1074,1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,S,Marvin,Farquarson,Marvin,,109
1075,0,3,"Lane, Mr. Patrick",male,,0,0,7935,7.75,,Q,Lane,,Lane,,723
1076,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27.0,1,1,PC 17558,247.5208,B58 B60,C,Douglas,Baxter,Douglas,,13
1077,0,2,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,,S,Maybery,,Maybery,,414
1078,1,2,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,S.O./P.P. 2,21.0,,S,Phillips,,Phillips,,63
1079,0,3,"Davies, Mr. Joseph",male,17.0,2,0,A/4 48873,8.05,,S,Davies,,Davies,,43
1080,0,3,"Sage, Miss. Ada",female,,8,2,CA. 2343,69.55,,S,Sage,,Sage,,201
1081,0,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,,S,Veal,,Veal,,415
1082,0,2,"Angle, Mr. William A",male,34.0,1,0,226875,26.0,,S,Angle,,Angle,,34
1083,1,1,"Salomon, Mr. Abraham L",male,,0,0,111163,26.0,,S,Salomon,,Salomon,,312
1084,0,3,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,S,van Billiard,,van Billiard,,489
1085,0,2,"Lingane, Mr. John",male,61.0,0,0,235509,12.35,,Q,Lingane,,Lingane,,416
1086,1,2,"Drew, Master. Marshall Brines",male,8.0,0,2,28220,32.5,,S,Drew,,Drew,,146
1087,0,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,,S,Karlsson,,Karlsson,,21
1088,1,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,16966,134.5,E34,C,Spedden,,Spedden,,0
1089,1,3,"Nilsson, Miss. Berta Olivia",female,18.0,0,0,347066,7.775,,S,Nilsson,,Nilsson,,79
1090,0,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,,S,Baimbrigge,,Baimbrigge,,417
1091,0,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0,0,65305,8.1125,,S,Rasmussen,Solvang,Rasmussen,,198
1092,1,3,"Murphy, Miss. Nora",female,,0,0,36568,15.5,,Q,Murphy,,Murphy,,76
1093,0,3,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.33,0,2,347080,14.4,,S,Danbom,,Danbom,,3
1094,0,1,"Astor, Col. John Jacob",male,47.0,1,0,PC 17757,227.525,C62 C64,C,Astor,,Astor,,19
1095,1,2,"Quick, Miss. Winifred Vera",female,8.0,1,1,26360,26.0,,S,Quick,,Quick,,6
1096,0,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,,S,Andrew,,Andrew,,165
1097,1,1,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,C,Omont,,Omont,,313
1098,0,3,"McGowan, Miss. Katherine",female,35.0,0,0,9232,7.75,,Q,McGowan,,McGowan,,206
1099,1,2,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,28034,10.5,,S,Collett,,Collett,,418
1100,1,1,"Rosenbaum, Miss. Edith Louise",female,33.0,0,0,PC 17613,27.7208,A11,C,Rosenbaum,,Rosenbaum,,314
1101,0,3,"Delalic, Mr. Redjo",male,25.0,0,0,349250,7.8958,,S,Delalic,,Delalic,,724
1102,0,3,"Andersen, Mr. Albert Karvin",male,32.0,0,0,C 4001,22.525,,S,Andersen,,Andersen,,2
1103,1,3,"Finoli, Mr. Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,S,Finoli,,Finoli,,725
1104,0,2,"Deacon, Mr. Percy William",male,17.0,0,0,S.O.C. 14879,73.5,,S,Deacon,,Deacon,,4
1105,0,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,,S,Howard,Arman,Howard,,158
1106,0,3,"Andersson, Miss. Ida Augusta Margareta",female,38.0,4,2,347091,7.775,,S,Andersson,,Andersson,,3
1107,0,1,"Head, Mr. Christopher",male,42.0,0,0,113038,42.5,B11,S,Head,,Head,,315
1108,0,3,"Mahon, Miss. Bridget Delia",female,,0,0,330924,7.8792,,Q,Mahon,,Mahon,,236
1109,0,1,"Wick, Mr. George Dennick",male,57.0,1,1,36928,164.8667,,S,Wick,,Wick,,28
1110,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,1,1,113503,211.5,C80,C,Widener,Elkins,Widener,,31
1111,0,3,"Thomson, Mr. Alexander Morrison",male,,0,0,32302,8.05,,S,Thomson,,Thomson,,726
1112,1,2,"Duran y More, Miss. Florentina",female,30.0,1,0,SC/PARIS 2148,13.8583,,C,Duran y More,,Duran,More,61
1113,0,3,"Reynolds, Mr. Harold J",male,21.0,0,0,342684,8.05,,S,Reynolds,,Reynolds,,727
1114,1,2,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,W./C. 14266,10.5,F33,S,Cook,Rogers,Cook,,59
1115,1,3,"Karlsson, Mr. Einar Gervasius",male,21.0,0,0,350053,7.7958,,S,Karlsson,,Karlsson,,21
1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53.0,0,0,PC 17606,27.4458,,C,Candee,Hungerford,Candee,,110
1117,1,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",female,,0,2,2661,15.2458,,C,Moubarek,Alexander,Moubarek,,24
1118,1,3,"Asplund, Mr. Johan Charles",male,23.0,0,0,350054,7.7958,,S,Asplund,,Asplund,,5
1119,0,3,"McNeill, Miss. Bridget",female,,0,0,370368,7.75,,Q,McNeill,,McNeill,,728
1120,0,3,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,,S,Everett,,Everett,,223
1121,0,2,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,242963,13.0,,S,Hocking,,Hocking,,6
1122,0,2,"Sweet, Mr. George Frederick",male,14.0,0,0,220845,65.0,,S,Sweet,,Sweet,,57
1123,1,1,"Willard, Miss. Constance",female,21.0,0,0,113795,26.55,,S,Willard,,Willard,,316
